StatisticCrimeGroup,StatisticCrimeType,Crime,Excluded
עבירות בטחון,עבירות אחרות כלפי בטחון,חברות בקבוצה שחבריה עברו על סעיף מד,
עבירות בטחון,עבירות אחרות כלפי בטחון,חברות בקבוצה שחבריה עברו על סעיף מו,
עבירות בטחון,עבירות אחרות כלפי בטחון,"חיזוק ידיים, סיוע",
עבירות בטחון,עבירות אחרות כלפי בטחון,חיפוי על  עבירה,
עבירות בטחון,עבירות אחרות כלפי בטחון,חריגת מסמכות עד לפגיעה בבטחון שלא,
עבירות בטחון,עבירות אחרות כלפי בטחון,ידיעות בעלות ערך צבאי,
עבירות בטחון,עבירות אחרות כלפי בטחון,ידיעות כוזבות,
עבירות בטחון,עבירות אחרות כלפי בטחון,ידיעות כוזבות 74 מצו 378  מהוראות הבטחון 1970,
עבירות בטחון,עבירות אחרות כלפי בטחון,יידוי חפץ לפגיעה באדם או ברכוש,
עבירות בטחון,עבירות אחרות כלפי בטחון,יידוי חפץ לשם פגיעה בנתיב תחבורה,
עבירות בטחון,עבירות אחרות כלפי בטחון,ייצור נשק חם או חנ'מ ללא היתר,
עבירות בטחון,עבירות אחרות כלפי בטחון,ייצור נשק חם שלא בתנאי ההיתר,
עבירות בטחון,עבירות אחרות כלפי בטחון,ייצור סכין שלא למטרה כשרה,
עבירות בטחון,עבירות אחרות כלפי בטחון,"יצור נשק, תחמושת או חומר נפץ",
עבירות בטחון,עבירות אחרות כלפי בטחון,"יצור נשק,תחמושת או חמרי חבלה",
עבירות בטחון,עבירות אחרות כלפי בטחון,יציאת אדם משטח סגור,
עבירות בטחון,עבירות אחרות כלפי בטחון,ירי לצורך נסוי,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה ויציאה של אדם לשטח סגור,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לא מוסמכת למקום צבאי,1
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לאזור מוגבל,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לישראל עם ת.ז. ירוקה 86(ב) לצו בדבר הוראות ב,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה למקום מוגבל או הטעית שומר,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה למקום צבאי,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה למקום צבאי במגמה לפגוע,1
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה למקום צבאי ע'מ לפגוע במדינה,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לשטח מוגבל 70 (א) לצו 378 מהוראות הביטחון 19,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסה לשטח סגור,
עבירות בטחון,עבירות אחרות כלפי בטחון,כניסת אדם לשטח סגור,
עבירות בטחון,עבירות אחרות כלפי בטחון,מאמן או מדריך למטרות פעילות טרור,1
עבירות בטחון,עבירות אחרות כלפי בטחון,מאמן אחרים אימון צבאי,
עבירות בטחון,עבירות אחרות כלפי בטחון,מילוי תפקיד ניהול/פיקוד בארגון טרור,1
עבירות בטחון,עבירות אחרות כלפי בטחון,מנהל/מפקד-ארגון טרור פעילות פלילית,1
עבירות בטחון,עבירות אחרות כלפי בטחון,מניעת בצוע תפקידי צה'ל,
עבירות בטחון,עבירות אחרות כלפי בטחון,מסירת אישור כוזב במילוי תפקיד,
עבירות בטחון,עבירות אחרות כלפי בטחון,מסירת אישור כוזב לבית משפט,
עבירות בטחון,עבירות אחרות כלפי בטחון,מסירת ידיעות כוזבות,
עבירות בטחון,עבירות אחרות כלפי בטחון,מסירת פרטים כוזבים בפני פקיד רשמי,
עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה הכנה ע'י מסמך מזוייף,1
עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה הכנה ע'מ לפגוע בבטחון המדינה,
עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה מגונה באישה שמלאו לה 15 שנה או יותר,
עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה מגונה במקום ציבורי,
עבירות בטחון,עבירות אחרות כלפי בטחון,מעשה מגונה בקטין בן פחות מ15,
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן אמצעים לביצוע פשע,
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן אמצעים לביצוע פשע,
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן מקלט,
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן מקלט- עבירה על תחיקת הבטחון,
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן מקלט לעוברים על צו זה,
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן עדות שקר,
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן שימוש במסמך מזוייף על ידי אחר,
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן שירות/העמדת אמצעים לארגון טרור,1
עבירות בטחון,עבירות אחרות כלפי בטחון,מתן שרות/אמצעים לביצוע מעשה טרור,1
עבירות בטחון,עבירות אחרות כלפי בטחון,נהיגת תושב האזור ברכב שאינו רשום,
עבירות בטחון,עבירות אחרות כלפי בטחון,נוכחות באמון צבאי ללא חוקי,
עבירות בטחון,עבירות אחרות כלפי בטחון,נותן שירות לפרסום/הפצה לתכני הסתה,1
עבירות בטחון,עבירות אחרות כלפי בטחון,נזק לרכוש הכוחות המזויינים,
עבירות בטחון,עבירות אחרות כלפי בטחון,ניסיון,
עבירות בטחון,עבירות אחרות כלפי בטחון,ניסיון,
עבירות בטחון,עבירות אחרות כלפי בטחון,נסיון לפגוע ברכוש מדינת ישראל וצה'ל,
עבירות בטחון,עבירות אחרות כלפי בטחון,נסיון לשידול/להדחה/להסתה,
עבירות בטחון,עבירות אחרות כלפי בטחון,נשבע לעבור עבירה חמורה,
עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת חומר נפץ שלא כחוק,
עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת כלי יריה שלא כחוק,
עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת נשק או חמרי נפץ ללא היתר,
עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת נשק חם או חנ'מ ללא היתר,
עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת נשק חם שלא בתנאי ההיתר,
עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת נשק מחוץ לבית ללא היתר,
עבירות בטחון,עבירות אחרות כלפי בטחון,"נשיאת נשק,תחמושת או חומרי חבלה",
עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת/הובלת חלק של נשק או תחמושת,1
עבירות בטחון,עבירות אחרות כלפי בטחון,נשיאת/הובלת נשק שלא כדין,1
עבירות בטחון,עבירות אחרות כלפי בטחון,נתינת/קבלת צ'ק ערוך,
עבירות בטחון,עבירות אחרות כלפי בטחון,סיוע,
עבירות בטחון,עבירות אחרות כלפי בטחון,סיוע למבוקשים על פי ס' 57 לצו בדבר הוראות בטחון -,
עבירות בטחון,עבירות אחרות כלפי בטחון,סיוע לעובר על תחוקת הבטחון,
עבירות בטחון,עבירות אחרות כלפי בטחון,סיכון אדם בכלי תחבורה בתנועה,
עבירות בטחון,עבירות אחרות כלפי בטחון,סיכון בטחון המדינה,
עבירות בטחון,עבירות אחרות כלפי בטחון,סרוב לעצור כלי רכב,
עבירות בטחון,עבירות אחרות כלפי בטחון,עבירה על פי צו המושל הצבאי מכח מנשר סדרי שלטון ומש,
עבירות בטחון,עבירות אחרות כלפי בטחון,עבירות בקשר לציוד צבאי,
עבירות בטחון,עבירות אחרות כלפי בטחון,עבירות ברישיונות ומסמכים,
עבירות בטחון,עבירות אחרות כלפי בטחון,עבירות ברישיונות ומסמכים,
עבירות בטחון,עבירות אחרות כלפי בטחון,עבירות ברישיונות ומסמכים,
עבירות בטחון,עבירות אחרות כלפי בטחון,עבירות ברישיונות ומסמכים,
עבירות בטחון,עבירות אחרות כלפי בטחון,עבירות ברישיונות ומסמכים,
עבירות בטחון,עבירות אחרות כלפי בטחון,עבירות שוחד- עובד ציבור,
עבירות בטחון,עבירות אחרות כלפי בטחון,עברות נגד קיום הסדר הציבורי 53 לצו 378 להוראות הבי,
עבירות בטחון,עבירות אחרות כלפי בטחון,עדות שקר - אדם המוסמך לגבות עדות,
עבירות בטחון,עבירות אחרות כלפי בטחון,עדות שקר - לפני בית משפט צבאי,
עבירות בטחון,עבירות אחרות כלפי בטחון,עדות שקר בחקירת פשע/זדון משפטי,
עבירות בטחון,עבירות אחרות כלפי בטחון,עדות שקר בפני אדם 58 (ב) לצו 378 מהוראות הביטחון 1,
עבירות בטחון,עבירות אחרות כלפי בטחון,עונשין כללי - הפרת הוראות הצו,
עבירות בטחון,עבירות אחרות כלפי בטחון,עלבון לרשויות צה'ל או לסמליהן,
עבירות בטחון,עבירות אחרות כלפי בטחון,עמידה בראש ארגון טרור,1
עבירות בטחון,עבירות אחרות כלפי בטחון,ענישה כללית,
