disease_type,Jerusalem,Zefat,Kinneret,Afula,Akko,Nazareth,Haifa,Hadera,Ha'Sharon,Petach Tiqwa,Ramla,Rehovot,Tel Aviv,Beer Sheva,Ashqelon,disease_type_heb,week_num,year,all_districts
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,11,2015,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,11,2015,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,11,2015,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,11,2015,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",11,2015,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",11,2015,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,11,2015,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,11,2015,0
Campylobacteriosis,18,0,0,0,1,0,3,0,1,0,3,4,6,29,0,קמפילובקטריוזיס,11,2015,65
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,11,2015,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,11,2015,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,שחפת ריאות פעילה,11,2015,1
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שחפת מחוץ לריאות,11,2015,0
Shigellosis,3,0,0,0,0,0,3,0,2,2,2,12,11,17,0,שיגלוזיס,11,2015,52
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",11,2015,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",11,2015,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),11,2015,0
Pertussis,28,0,0,7,2,0,1,0,1,11,17,1,10,2,0,שעלת,11,2015,80
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",11,2015,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,11,2015,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,11,2015,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,11,2015,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,11,2015,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,11,2015,0
Hospital (nosocomial) infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיהומים בבית חולים,11,2015,0
Varicella - Chickenpox,4,0,0,0,1,3,3,0,0,3,1,4,0,0,0,אבעבועות רוח,12,2015,19
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,12,2015,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,12,2015,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,12,2015,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",12,2015,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,12,2015,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,12,2015,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,12,2015,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,12,2015,0
Brucellosis,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,ברוצלוזיס,12,2015,5
Giardiasis,4,0,0,0,0,0,0,0,0,3,1,0,15,0,0,ג'יארדיאזיס,12,2015,23
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,12,2015,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,12,2015,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,12,2015,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,12,2015,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,דלקת כבד נגיפית B,12,2015,1
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,12,2015,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,12,2015,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,12,2015,0
Meningitis - meningococcal,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,דלקת עוצבה חדה מנינגוקוקית,12,2015,3
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",12,2015,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,12,2015,0
Acute viral meningitis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,12,2015,1
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,12,2015,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,12,2015,0
Gonorrhea,0,0,0,0,0,1,3,0,0,0,0,0,16,0,0,זיבה,12,2015,20
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",12,2015,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",12,2015,0
Pneumococcal invasive infection,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,"זיהום פולשני ע""י פנוימוקוק",12,2015,4
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,12,2015,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,חצבת,12,2015,1
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,12,2015,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,12,2015,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,12,2015,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,12,2015,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,12,2015,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,12,2015,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,1,0,0,1,0,0,56,0,0,כלמידיה טרכומטיס בדרכי המין,12,2015,58
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,12,2015,0
Listeriosis,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,ליסטריוזיס,12,2015,3
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,לישמניאזיס - קלה אזר,12,2015,1
Cutaneous leishmaniasis,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,לישמניאזיס של העור,12,2015,14
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,12,2015,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת הלגיונרים,12,2015,0
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,12,2015,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,12,2015,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,12,2015,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,12,2015,1
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,12,2015,0
Salmonellosis of the gastrointestinal tract,3,0,0,1,0,1,6,0,2,3,1,3,2,4,0,סלמונלוזיס של דרכי העיכול,12,2015,26
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,עגבת ראשונית ושניונית,12,2015,2
Syphilis - other,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,עגבת אחרת ומאוחרת,12,2015,1
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,12,2015,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,12,2015,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,12,2015,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,12,2015,0
Q fever,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת Q,12,2015,1
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,12,2015,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,12,2015,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,12,2015,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,12,2015,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,12,2015,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",12,2015,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",12,2015,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,12,2015,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,12,2015,0
Campylobacteriosis,10,0,0,0,0,0,1,0,3,7,1,3,28,15,0,קמפילובקטריוזיס,12,2015,68
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,12,2015,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,12,2015,0
Tuberculosis - active pulmonary,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,שחפת ריאות פעילה,12,2015,5
Tuberculosis - extrapulmonary,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,שחפת מחוץ לריאות,12,2015,3
Shigellosis,1,0,0,0,1,0,1,0,3,6,4,6,17,17,0,שיגלוזיס,12,2015,56
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",12,2015,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",12,2015,0
Acute flaccid paralysis (through 15),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),12,2015,0
Pertussis,37,0,0,0,4,4,0,0,8,21,8,6,7,0,0,שעלת,12,2015,95
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",12,2015,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,12,2015,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,12,2015,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,12,2015,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,12,2015,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,12,2015,0
Hospital (nosocomial) infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיהומים בבית חולים,12,2015,0
Varicella - Chickenpox,10,1,0,0,2,0,0,0,5,0,6,0,0,2,0,אבעבועות רוח,13,2015,26
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,13,2015,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,13,2015,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,13,2015,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",13,2015,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,13,2015,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,13,2015,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,13,2015,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,13,2015,0
Brucellosis,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,ברוצלוזיס,13,2015,7
Giardiasis,3,0,0,0,1,0,0,0,1,0,0,0,20,2,0,ג'יארדיאזיס,13,2015,27
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,13,2015,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,13,2015,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,13,2015,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,דלקת כבד נגיפית A,13,2015,1
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,13,2015,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,13,2015,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,13,2015,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,13,2015,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,13,2015,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",13,2015,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,13,2015,0
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,13,2015,0
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,דלקת עוצבה - מחולל לא ידוע,13,2015,1
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,13,2015,0
Gonorrhea,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,זיבה,13,2015,2
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",13,2015,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",13,2015,0
Pneumococcal invasive infection,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",13,2015,2
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,13,2015,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,חצבת,13,2015,1
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,13,2015,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,13,2015,0
Murine typhus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפוס מוריני,13,2015,0
Cholera,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כולירה,13,2015,0
Non cholera vibrio infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ויבריו שאינו כולירה,13,2015,0
Rabies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,כלבת,13,2015,0
Chlamydia trachomatis of the genital tract,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,כלמידיה טרכומטיס בדרכי המין,13,2015,11
Lymphogranuloma venereum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לימפוגרנולומה ונראום,13,2015,0
Listeriosis,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ליסטריוזיס,13,2015,1
Visceral leishmaniasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לישמניאזיס - קלה אזר,13,2015,0
Cutaneous leishmaniasis,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,לישמניאזיס של העור,13,2015,6
Leptospirosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,לפטוספירוזיס,13,2015,0
Legionellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת הלגיונרים,13,2015,0
Creutzfeldt-Jacob disease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מחלת קרויצפלדט-יעקוב,13,2015,0
Malaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,מלריה,13,2015,0
GAS Invasive Infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוקים מקבוצה A זיהום פולשני,13,2015,0
Perinatal streptococcal B early onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מוקדמת,13,2015,0
Perinatal streptococcal B late onset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,סטרפטוקוק B סב-לידתי - התחלה מאוחרת,13,2015,0
Salmonellosis of the gastrointestinal tract,2,1,0,0,1,0,0,0,2,0,2,0,3,0,0,סלמונלוזיס של דרכי העיכול,13,2015,11
Syphilis - primary and secondary,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,עגבת ראשונית ושניונית,13,2015,4
Syphilis - other,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,עגבת אחרת ומאוחרת,13,2015,7
Congenital Syphilis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,עגבת מלידה,13,2015,0
Paratyphoid fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,פאראטיפואיד,13,2015,0
Tetanus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צפדת,13,2015,0
Leprosy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,צרעת,13,2015,0
Q fever,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,קדחת Q,13,2015,2
Dangue fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת דנגי,13,2015,0
Rift Valley fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת השקע האפריקני,13,2015,0
Relapsing fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת חוזרת,13,2015,0
Spotted fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת כתמים,13,2015,0
West Nile fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת מערב הנילוס,13,2015,0
"Viral hemorrhagic fever: Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית: אבולה, לאסה, מרבורג",13,2015,0
"Viral hemorrhagic fever excluding Ebola, Lassa, Marburg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"קדחת נגיפית המורגית למעט אבולה, לאסה, מרבורג",13,2015,0
Yellow Fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת צהובה,13,2015,0
Rheumatic fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קדחת שיגרון,13,2015,0
Campylobacteriosis,31,3,0,0,2,0,0,0,1,0,13,0,49,10,0,קמפילובקטריוזיס,13,2015,109
Criptosporidiosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,קריפטוספורידיוזיס,13,2015,0
Other rickettsial diseases,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ריקטסיוזות אחרות,13,2015,0
Tuberculosis - active pulmonary,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,שחפת ריאות פעילה,13,2015,4
Tuberculosis - extrapulmonary,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,שחפת מחוץ לריאות,13,2015,3
Shigellosis,1,0,0,0,1,0,0,0,3,0,1,7,23,3,0,שיגלוזיס,13,2015,39
Poliomyelitis caused by wild-type poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י זן פרא של נגיף הפוליו",13,2015,0
Poliomyelitis caused by vaccine derived poliovirus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שיתוק ילדים הנגרם ע""י נגיף שמקורו בתרכיב חיסון",13,2015,0
Acute flaccid paralysis (through 15),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,שיתוק רפה חד (עד גיל 15 ועד בכלל),13,2015,1
Pertussis,27,2,0,0,4,0,0,0,10,0,2,0,34,0,0,שעלת,13,2015,79
Influenza caused by a new subtype,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"שפעת הנגרמת ע""י זן חדש",13,2015,0
Pandemic influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת פנדמית,13,2015,0
Avian influenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,שפעת העופות,13,2015,0
Toxic shock syndrome,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת ההלם הטוקסי,13,2015,0
Severe Acute Respiratory Syndrome (SARS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,תסמונת נשימתית חמורה חדה,13,2015,0
Food/Water borne infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,הרעלת מזון/מים,13,2015,0
Hospital (nosocomial) infections,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיהומים בבית חולים,13,2015,0
Varicella - Chickenpox,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,אבעבועות רוח,14,2015,11
Smallpox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אבעבועות שחורות,14,2015,0
Rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת,14,2015,0
Congenital rubella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אדמת מלידה,14,2015,0
E. coli O157:H7 infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום ע""י א. קולי O157:H7",14,2015,0
HIV carrier/ AIDS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,נשא HIV/ איידס,14,2015,0
Echinococcosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אכינוקוקוזיס,14,2015,0
Diphtheria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,אסכרה,14,2015,0
Botulism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,בוטוליזם,14,2015,0
Brucellosis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ברוצלוזיס,14,2015,0
Giardiasis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ג'יארדיאזיס,14,2015,0
Anthrax,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,גחלת,14,2015,0
Pneumonic Plague,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר נשימתי,14,2015,0
Plague- non pneumonic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דבר שאינו נשימתי,14,2015,0
Acute Hepatitis A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית A,14,2015,0
Acute Hepatitis B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית B,14,2015,0
Acute Hepatitis C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית C,14,2015,0
Acute viral hepatitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת כבד נגיפית אחרת,14,2015,0
Encephalitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת מח חדה,14,2015,0
Meningitis - meningococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה מנינגוקוקית,14,2015,0
Meningitis - Haemophilus influenzae b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"דלקת עוצבה חדה ע""י Hib",14,2015,0
Meningitis - pneumococcal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה פנוימוקוקית,14,2015,0
Acute viral meningitis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה נגיפית,14,2015,0
Meningitis - unknown agent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה - מחולל לא ידוע,14,2015,0
Meningitis - other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,דלקת עוצבה חדה אחרת,14,2015,0
Gonorrhea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,זיבה,14,2015,0
H. influenzae b invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י Hib",14,2015,0
Meningococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י מנינגוקוק",14,2015,0
Pneumococcal invasive infection,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"זיהום פולשני ע""י פנוימוקוק",14,2015,0
Mumps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חזרת,14,2015,0
Measles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,חצבת,14,2015,0
Tularemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טולרמיה,14,2015,0
Typhoid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,טיפואיד,14,2015,0
